order_id,order_date,order_month,customer_id,product_id,quantity,unit_price,discount,gross_sales,net_sales,channel,payment_id,payment_method,payment_status,paid_at,is_paid,price_imputed,source_file
ORD000023,2026-01-10 02:59:00,2026-01,C0071,P034,1,299.0,0.1,299.0,269.1,Web,PAY000023,Bank Transfer,FAILED,2026-01-10 03:29:00,False,False,orders_2026_01.csv
ORD000024,2026-01-28 11:43:00,2026-01,C0042,P033,1,13545.0,0.0,13545.0,13545.0,Marketplace,PAY000024,Bank Transfer,PAID,2026-01-28 13:44:00,True,False,orders_2026_01.csv
ORD000025,2026-01-07 13:04:00,2026-01,C0079,P011,1,25900.0,0.0,25900.0,25900.0,Web,PAY000025,Credit Card,PAID,2026-01-07 15:39:00,True,False,orders_2026_01.csv
ORD000026,2026-01-04 19:15:00,2026-01,C0107,P008,1,499.0,0.0,499.0,499.0,Mobile App,PAY000026,Credit Card,PAID,2026-01-04 20:27:00,True,False,orders_2026_01.csv
ORD000027,2026-01-23 14:12:00,2026-01,C0143,P019,2,3790.5,0.1,7581.0,6822.9,Web,PAY000027,Credit Card,PAID,2026-01-23 15:21:00,True,False,orders_2026_01.csv
ORD000028,2026-01-08 05:59:00,2026-01,C0139,P013,4,523.95,0.0,2095.8,2095.8,Mobile App,PAY000028,Credit Card,PAID,2026-01-08 08:06:00,True,False,orders_2026_01.csv
ORD000029,2026-01-09 18:23:00,2026-01,C0161,P028,1,269.1,0.1,269.1,242.19,Marketplace,PAY000029,Bank Transfer,PAID,2026-01-09 18:39:00,True,False,orders_2026_01.csv
ORD000030,2026-01-10 12:26:00,2026-01,C0003,P006,1,299.0,0.05,299.0,284.05,Mobile App,PAY000030,PromptPay,PAID,2026-01-10 14:50:00,True,False,orders_2026_01.csv
ORD000031,2026-01-16 18:33:00,2026-01,C0087,P027,1,24605.0,0.0,24605.0,24605.0,Web,PAY000031,PromptPay,PAID,2026-01-16 18:52:00,True,False,orders_2026_01.csv
ORD000032,2026-01-01 14:52:00,2026-01,C0085,P035,1,25900.0,0.0,25900.0,25900.0,Mobile App,PAY000032,Bank Transfer,PAID,2026-01-01 17:21:00,True,False,orders_2026_01.csv
ORD000033,2026-01-13 17:23:00,2026-01,C0164,P032,1,23310.0,0.05,23310.0,22144.5,Web,PAY000033,PromptPay,FAILED,2026-01-13 18:51:00,False,False,orders_2026_01.csv
ORD000034,2026-01-24 06:21:00,2026-01,C0044,P005,1,313.95,0.0,313.95,313.95,Web,PAY000034,PromptPay,PAID,2026-01-24 06:44:00,True,False,orders_2026_01.csv
ORD000035,2026-01-16 21:39:00,2026-01,C0045,P033,3,12900.0,0.0,38700.0,38700.0,Marketplace,PAY000035,PromptPay,PAID,2026-01-17 00:12:00,True,False,orders_2026_01.csv
ORD000036,2026-01-21 10:30:00,2026-01,C0043,P005,1,299.0,0.0,299.0,299.0,Mobile App,PAY000036,Credit Card,PAID,2026-01-21 13:28:00,True,False,orders_2026_01.csv
ORD000037,2026-01-20 00:56:00,2026-01,C0108,P017,4,990.0,0.0,3960.0,3960.0,Web,PAY000037,PromptPay,PAID,2026-01-20 03:11:00,True,False,orders_2026_01.csv
ORD000038,2026-01-18 01:57:00,2026-01,C0008,P009,1,284.05,0.05,284.05,269.85,Mobile App,PAY000038,PromptPay,PAID,2026-01-18 03:21:00,True,False,orders_2026_01.csv
ORD000039,2026-01-28 20:23:00,2026-01,C0126,P004,2,1415.5,0.0,2831.0,2831.0,Marketplace,PAY000039,PromptPay,PAID,2026-01-28 20:25:00,True,False,orders_2026_01.csv
ORD000040,2026-01-15 23:19:00,2026-01,C0086,P021,1,23310.0,0.0,23310.0,23310.0,Marketplace,PAY000040,PromptPay,PAID,2026-01-16 00:12:00,True,False,orders_2026_01.csv
ORD000041,2026-01-11 12:38:00,2026-01,C0008,P034,2,284.05,0.0,568.1,568.1,Web,PAY000041,Credit Card,PAID,2026-01-11 14:36:00,True,False,orders_2026_01.csv
ORD000042,2026-01-21 15:59:00,2026-01,C0114,P032,1,25900.0,0.0,25900.0,25900.0,Marketplace,PAY000042,Credit Card,PAID,2026-01-21 17:17:00,True,False,orders_2026_01.csv
ORD000043,2026-01-03 08:15:00,2026-01,C0006,P018,1,3790.5,0.05,3790.5,3600.98,Web,PAY000043,Bank Transfer,PAID,2026-01-03 09:31:00,True,False,orders_2026_01.csv
ORD000044,2026-01-24 20:02:00,2026-01,C0126,P022,2,499.0,0.05,998.0,948.1,Mobile App,PAY000044,Credit Card,PAID,2026-01-24 22:43:00,True,True,orders_2026_01.csv
ORD000045,2026-01-16 19:17:00,2026-01,C0068,P019,3,3990.0,0.0,11970.0,11970.0,Marketplace,PAY000045,Bank Transfer,PAID,2026-01-16 19:47:00,True,False,orders_2026_01.csv
ORD000046,2026-01-21 21:21:00,2026-01,C0097,P026,2,12900.0,0.1,25800.0,23220.0,Mobile App,PAY000046,Bank Transfer,PAID,2026-01-21 22:17:00,True,False,orders_2026_01.csv
ORD000047,2026-01-01 07:56:00,2026-01,C0100,P038,4,11610.0,0.0,46440.0,46440.0,Web,PAY000047,PromptPay,PAID,2026-01-01 09:44:00,True,False,orders_2026_01.csv
ORD000048,2026-01-13 07:59:00,2026-01,C0040,P038,2,12900.0,0.0,25800.0,25800.0,Marketplace,PAY000048,PromptPay,PAID,2026-01-13 09:30:00,True,False,orders_2026_01.csv
ORD000049,2026-01-18 00:12:00,2026-01,C0059,P019,1,3990.0,0.05,3990.0,3790.5,Mobile App,PAY000049,PromptPay,PAID,2026-01-18 01:04:00,True,False,orders_2026_01.csv
ORD000050,2026-01-09 02:38:00,2026-01,C0067,P006,1,313.95,0.0,313.95,313.95,Web,PAY000050,Bank Transfer,PAID,2026-01-09 04:32:00,True,False,orders_2026_01.csv
ORD000051,2026-01-24 03:14:00,2026-01,C0035,P039,4,990.0,0.0,3960.0,3960.0,Marketplace,PAY000051,Credit Card,PAID,2026-01-24 04:27:00,True,False,orders_2026_01.csv
ORD000052,2026-01-18 11:03:00,2026-01,C0079,P035,1,23310.0,0.0,23310.0,23310.0,Mobile App,PAY000052,Credit Card,PAID,2026-01-18 12:24:00,True,False,orders_2026_01.csv
ORD000053,2026-01-16 20:25:00,2026-01,C0113,P019,4,3990.0,0.05,15960.0,15162.0,Marketplace,PAY000053,Credit Card,PAID,2026-01-16 22:54:00,True,False,orders_2026_01.csv
ORD000054,2026-01-01 18:10:00,2026-01,C0046,P035,1,25900.0,0.1,25900.0,23310.0,Marketplace,PAY000054,Bank Transfer,PAID,2026-01-01 19:13:00,True,False,orders_2026_01.csv
ORD000055,2026-01-07 14:06:00,2026-01,C0132,P027,2,23310.0,0.0,46620.0,46620.0,Marketplace,PAY000055,Credit Card,PAID,2026-01-07 16:03:00,True,False,orders_2026_01.csv
ORD000056,2026-01-07 05:17:00,2026-01,C0083,P017,1,990.0,0.0,990.0,990.0,Web,PAY000056,Bank Transfer,PAID,2026-01-07 07:02:00,True,False,orders_2026_01.csv
ORD000057,2026-01-20 22:46:00,2026-01,C0054,P039,2,990.0,0.0,1980.0,1980.0,Marketplace,PAY000057,Bank Transfer,PAID,2026-01-20 23:31:00,True,False,orders_2026_01.csv
ORD000058,2026-01-16 05:55:00,2026-01,C0096,P038,2,13545.0,0.05,27090.0,25735.5,Mobile App,PAY000058,PromptPay,PAID,2026-01-16 07:21:00,True,False,orders_2026_01.csv
ORD000059,2026-01-22 06:56:00,2026-01,C0038,P005,1,284.05,0.0,284.05,284.05,Mobile App,PAY000059,Bank Transfer,PAID,2026-01-22 07:08:00,True,False,orders_2026_01.csv
ORD000060,2026-01-15 09:26:00,2026-01,C0057,P005,1,299.0,0.1,299.0,269.1,Mobile App,PAY000060,Credit Card,PAID,2026-01-15 12:01:00,True,False,orders_2026_01.csv
ORD000061,2026-01-08 12:44:00,2026-01,C0102,P023,2,313.95,0.1,627.9,565.11,Mobile App,PAY000061,Bank Transfer,PAID,2026-01-08 12:47:00,True,False,orders_2026_01.csv
ORD000062,2026-01-09 13:10:00,2026-01,C0036,P020,3,499.0,0.0,1497.0,1497.0,Marketplace,PAY000062,PromptPay,PAID,2026-01-09 15:05:00,True,False,orders_2026_01.csv
ORD000063,2026-01-08 01:20:00,2026-01,C0034,P025,3,27195.0,0.0,81585.0,81585.0,Marketplace,PAY000063,Credit Card,PAID,2026-01-08 04:07:00,True,False,orders_2026_01.csv
ORD000064,2026-01-07 21:17:00,2026-01,C0152,P014,1,1039.5,0.1,1039.5,935.55,Web,PAY000064,Credit Card,PAID,2026-01-07 21:33:00,True,False,orders_2026_01.csv
ORD000065,2026-01-20 12:44:00,2026-01,C0160,P031,3,1490.0,0.0,4470.0,4470.0,Web,PAY000065,Bank Transfer,PAID,2026-01-20 15:03:00,True,False,orders_2026_01.csv
ORD000066,2026-01-25 12:56:00,2026-01,C0162,P039,2,990.0,0.0,1980.0,1980.0,Web,PAY000066,Bank Transfer,PAID,2026-01-25 13:07:00,True,False,orders_2026_01.csv
ORD000067,2026-01-11 23:34:00,2026-01,C0125,P035,1,25900.0,0.0,25900.0,25900.0,Mobile App,PAY000067,Credit Card,PAID,2026-01-12 02:25:00,True,False,orders_2026_01.csv
ORD000068,2026-01-15 21:59:00,2026-01,C0052,P039,1,940.5,0.05,940.5,893.47,Mobile App,PAY000068,PromptPay,PAID,2026-01-16 00:21:00,True,False,orders_2026_01.csv
ORD000069,2026-01-09 12:18:00,2026-01,C0081,P039,1,1039.5,0.0,1039.5,1039.5,Web,PAY000069,Credit Card,PAID,2026-01-09 14:32:00,True,False,orders_2026_01.csv
ORD000070,2026-01-28 09:39:00,2026-01,C0069,P014,4,1039.5,0.0,4158.0,4158.0,Marketplace,PAY000070,Bank Transfer,PAID,2026-01-28 12:02:00,True,False,orders_2026_01.csv
ORD000071,2026-01-01 22:56:00,2026-01,C0021,P008,1,523.95,0.0,523.95,523.95,Web,PAY000071,Credit Card,PAID,2026-01-02 00:10:00,True,False,orders_2026_01.csv
ORD000072,2026-01-24 22:09:00,2026-01,C0028,P032,4,23310.0,0.05,93240.0,88578.0,Mobile App,PAY000072,Credit Card,PAID,2026-01-24 22:55:00,True,False,orders_2026_01.csv
ORD000073,2026-01-13 05:31:00,2026-01,C0009,P022,1,474.05,0.0,474.05,474.05,Web,PAY000073,Credit Card,PAID,2026-01-13 07:28:00,True,False,orders_2026_01.csv
ORD000074,2026-01-17 10:33:00,2026-01,C0110,P031,4,1490.0,0.0,5960.0,5960.0,Marketplace,PAY000074,Credit Card,PAID,2026-01-17 11:45:00,True,False,orders_2026_01.csv
ORD000075,2026-01-22 08:13:00,2026-01,C0039,P007,2,24605.0,0.05,49210.0,46749.5,Web,PAY000075,Credit Card,PAID,2026-01-22 08:15:00,True,False,orders_2026_01.csv
ORD000076,2026-01-08 10:52:00,2026-01,C0163,P033,1,11610.0,0.1,11610.0,10449.0,Marketplace,PAY000076,Credit Card,PAID,2026-01-08 10:57:00,True,False,orders_2026_01.csv
ORD000077,2026-01-08 04:24:00,2026-01,C0143,P026,2,12255.0,0.0,24510.0,24510.0,Web,PAY000077,PromptPay,PAID,2026-01-08 04:29:00,True,False,orders_2026_01.csv
ORD000078,2026-01-22 17:21:00,2026-01,C0070,P017,1,1039.5,0.05,1039.5,987.52,Marketplace,PAY000078,Bank Transfer,PAID,2026-01-22 17:34:00,True,False,orders_2026_01.csv
ORD000079,2026-01-05 10:50:00,2026-01,C0005,P037,1,25900.0,0.1,25900.0,23310.0,Mobile App,PAY000079,Bank Transfer,PAID,2026-01-05 13:47:00,True,False,orders_2026_01.csv
ORD000080,2026-01-28 17:30:00,2026-01,C0008,P019,3,4189.5,0.05,12568.5,11940.08,Marketplace,PAY000080,Bank Transfer,PAID,2026-01-28 19:57:00,True,False,orders_2026_01.csv
ORD000081,2026-01-11 02:57:00,2026-01,C0061,P018,4,3591.0,0.0,14364.0,14364.0,Web,PAY000081,Credit Card,PAID,2026-01-11 03:07:00,True,False,orders_2026_01.csv
ORD000082,2026-01-21 18:06:00,2026-01,C0147,P020,2,474.05,0.1,948.1,853.29,Marketplace,PAY000082,PromptPay,PAID,2026-01-21 18:30:00,True,False,orders_2026_01.csv
ORD000083,2026-01-17 01:19:00,2026-01,C0070,P021,1,25900.0,0.0,25900.0,25900.0,Web,PAY000083,PromptPay,PAID,2026-01-17 01:51:00,True,False,orders_2026_01.csv
ORD000084,2026-01-27 07:52:00,2026-01,C0132,P026,1,11610.0,0.0,11610.0,11610.0,Web,PAY000084,PromptPay,PAID,2026-01-27 08:53:00,True,False,orders_2026_01.csv
ORD000085,2026-01-20 05:05:00,2026-01,C0145,P003,2,24605.0,0.0,49210.0,49210.0,Mobile App,PAY000085,Credit Card,PAID,2026-01-20 07:24:00,True,False,orders_2026_01.csv
ORD000086,2026-01-22 09:30:00,2026-01,C0038,P015,4,269.1,0.0,1076.4,1076.4,Web,PAY000086,Bank Transfer,PAID,2026-01-22 12:16:00,True,False,orders_2026_01.csv
ORD000087,2026-01-25 05:31:00,2026-01,C0068,P001,3,299.0,0.0,897.0,897.0,Web,PAY000087,Credit Card,PAID,2026-01-25 08:13:00,True,False,orders_2026_01.csv
ORD000088,2026-01-28 21:16:00,2026-01,C0118,P024,2,284.05,0.1,568.1,511.29,Web,PAY000088,PromptPay,PAID,2026-01-28 22:57:00,True,False,orders_2026_01.csv
ORD000089,2026-01-26 04:55:00,2026-01,C0070,P026,1,12900.0,0.0,12900.0,12900.0,Web,PAY000089,PromptPay,PAID,2026-01-26 07:40:00,True,False,orders_2026_01.csv
ORD000090,2026-01-19 00:37:00,2026-01,C0083,P038,1,12900.0,0.0,12900.0,12900.0,Marketplace,PAY000090,Bank Transfer,PAID,2026-01-19 01:32:00,True,False,orders_2026_01.csv
ORD000091,2026-01-18 10:20:00,2026-01,C0156,P037,1,25900.0,0.05,25900.0,24605.0,Mobile App,PAY000091,PromptPay,PAID,2026-01-18 12:55:00,True,False,orders_2026_01.csv
ORD000092,2026-01-16 20:33:00,2026-01,C0086,P006,1,313.95,0.0,313.95,313.95,Web,PAY000092,Credit Card,PAID,2026-01-16 21:27:00,True,False,orders_2026_01.csv
ORD000093,2026-01-17 23:56:00,2026-01,C0160,P013,2,523.95,0.05,1047.9,995.5,Web,PAY000093,PromptPay,FAILED,2026-01-18 00:27:00,False,False,orders_2026_01.csv
ORD000094,2026-01-05 03:21:00,2026-01,C0014,P012,1,1039.5,0.1,1039.5,935.55,Marketplace,PAY000094,Bank Transfer,PAID,2026-01-05 06:00:00,True,False,orders_2026_01.csv
ORD000095,2026-01-01 19:36:00,2026-01,C0062,P020,2,499.0,0.0,998.0,998.0,Web,PAY000095,Credit Card,PAID,2026-01-01 20:33:00,True,False,orders_2026_01.csv
ORD000096,2026-01-26 20:50:00,2026-01,C0090,P024,2,284.05,0.0,568.1,568.1,Mobile App,PAY000096,Credit Card,PAID,2026-01-26 22:11:00,True,False,orders_2026_01.csv
ORD000097,2026-01-16 01:11:00,2026-01,C0008,P009,4,299.0,0.0,1196.0,1196.0,Marketplace,PAY000097,PromptPay,PAID,2026-01-16 01:43:00,True,False,orders_2026_01.csv
ORD000098,2026-01-14 04:53:00,2026-01,C0099,P016,2,1490.0,0.1,2980.0,2682.0,Marketplace,PAY000098,Credit Card,PAID,2026-01-14 06:37:00,True,False,orders_2026_01.csv
ORD000099,2026-01-24 06:51:00,2026-01,C0136,P039,3,1039.5,0.0,3118.5,3118.5,Mobile App,PAY000099,PromptPay,PAID,2026-01-24 08:38:00,True,False,orders_2026_01.csv
ORD000100,2026-01-05 13:19:00,2026-01,C0014,P038,2,13545.0,0.0,27090.0,27090.0,Mobile App,PAY000100,Bank Transfer,PAID,2026-01-05 15:44:00,True,False,orders_2026_01.csv
ORD000101,2026-01-20 04:47:00,2026-01,C0093,P034,1,284.05,0.0,284.05,284.05,Web,PAY000101,Bank Transfer,FAILED,2026-01-20 05:56:00,False,False,orders_2026_01.csv
ORD000102,2026-01-05 07:29:00,2026-01,C0078,P002,4,1341.0,0.05,5364.0,5095.8,Mobile App,PAY000102,Bank Transfer,PAID,2026-01-05 09:52:00,True,False,orders_2026_01.csv
ORD000103,2026-01-11 07:18:00,2026-01,C0079,P014,1,940.5,0.1,940.5,846.45,Web,PAY000103,Credit Card,PAID,2026-01-11 08:32:00,True,False,orders_2026_01.csv
ORD000104,2026-01-13 17:48:00,2026-01,C0157,P036,2,299.0,0.1,598.0,538.2,Marketplace,PAY000104,Credit Card,PAID,2026-01-13 19:26:00,True,False,orders_2026_01.csv
ORD000105,2026-01-07 02:25:00,2026-01,C0099,P002,2,1341.0,0.1,2682.0,2413.8,Mobile App,PAY000105,Credit Card,PAID,2026-01-07 03:54:00,True,False,orders_2026_01.csv
ORD000106,2026-01-07 13:52:00,2026-01,C0157,P008,4,474.05,0.1,1896.2,1706.58,Marketplace,PAY000106,PromptPay,REFUNDED,2026-01-07 15:10:00,False,False,orders_2026_01.csv
ORD000107,2026-01-23 21:07:00,2026-01,C0065,P023,2,299.0,0.0,598.0,598.0,Web,PAY000107,Credit Card,PAID,2026-01-23 23:36:00,True,False,orders_2026_01.csv
ORD000108,2026-01-17 22:05:00,2026-01,C0138,P029,4,3990.0,0.0,15960.0,15960.0,Web,PAY000108,Credit Card,PAID,2026-01-17 23:54:00,True,False,orders_2026_01.csv
ORD000109,2026-01-19 03:38:00,2026-01,C0140,P033,1,13545.0,0.0,13545.0,13545.0,Web,PAY000109,Credit Card,PAID,2026-01-19 06:35:00,True,False,orders_2026_01.csv
ORD000110,2026-01-27 22:29:00,2026-01,C0066,P002,3,1341.0,0.0,4023.0,4023.0,Marketplace,PAY000110,PromptPay,PAID,2026-01-28 00:24:00,True,False,orders_2026_01.csv
ORD000111,2026-01-04 17:27:00,2026-01,C0146,P008,3,449.1,0.0,1347.3,1347.3,Mobile App,PAY000111,Credit Card,PAID,2026-01-04 19:04:00,True,False,orders_2026_01.csv
ORD000112,2026-01-18 09:59:00,2026-01,C0097,P034,2,313.95,0.05,627.9,596.5,Web,PAY000112,Bank Transfer,FAILED,2026-01-18 11:54:00,False,False,orders_2026_01.csv
ORD000113,2026-01-03 06:56:00,2026-01,C0024,P027,3,24605.0,0.0,73815.0,73815.0,Mobile App,PAY000113,Bank Transfer,PAID,2026-01-03 09:53:00,True,False,orders_2026_01.csv
ORD000114,2026-01-01 13:09:00,2026-01,C0050,P014,3,1039.5,0.0,3118.5,3118.5,Web,PAY000114,PromptPay,PAID,2026-01-01 14:03:00,True,False,orders_2026_01.csv
ORD000115,2026-01-21 07:56:00,2026-01,C0085,P009,4,313.95,0.0,1255.8,1255.8,Mobile App,PAY000115,Bank Transfer,PAID,2026-01-21 10:17:00,True,False,orders_2026_01.csv
ORD000116,2026-01-24 08:29:00,2026-01,C0073,P002,4,1341.0,0.0,5364.0,5364.0,Web,PAY000116,Bank Transfer,PAID,2026-01-24 10:09:00,True,False,orders_2026_01.csv
ORD000117,2026-01-09 09:51:00,2026-01,C0012,P016,1,1415.5,0.0,1415.5,1415.5,Marketplace,PAY000117,Bank Transfer,PAID,2026-01-09 10:26:00,True,False,orders_2026_01.csv
ORD000118,2026-01-21 07:02:00,2026-01,C0075,P025,1,23310.0,0.05,23310.0,22144.5,Web,PAY000118,Bank Transfer,PAID,2026-01-21 08:33:00,True,False,orders_2026_01.csv
ORD000119,2026-01-25 09:48:00,2026-01,C0007,P022,1,449.1,0.0,449.1,449.1,Web,PAY000119,Bank Transfer,PAID,2026-01-25 10:43:00,True,False,orders_2026_01.csv
ORD000120,2026-01-15 14:33:00,2026-01,C0092,P020,4,499.0,0.0,1996.0,1996.0,Web,PAY000120,PromptPay,PAID,2026-01-15 16:33:00,True,False,orders_2026_01.csv
ORD000121,2026-01-05 17:34:00,2026-01,C0052,P006,1,313.95,0.0,313.95,313.95,Web,PAY000121,Credit Card,REFUNDED,2026-01-05 19:17:00,False,False,orders_2026_01.csv
ORD000122,2026-01-08 11:24:00,2026-01,C0051,P010,3,891.0,0.1,2673.0,2405.7,Mobile App,PAY000122,PromptPay,PAID,2026-01-08 11:27:00,True,False,orders_2026_01.csv
ORD000123,2026-01-08 18:25:00,2026-01,C0035,P024,1,313.95,0.0,313.95,313.95,Mobile App,PAY000123,Bank Transfer,PAID,2026-01-08 19:08:00,True,False,orders_2026_01.csv
ORD000124,2026-01-15 01:56:00,2026-01,C0012,P007,1,27195.0,0.05,27195.0,25835.25,Web,PAY000124,PromptPay,PAID,2026-01-15 04:09:00,True,False,orders_2026_01.csv
ORD000125,2026-01-24 01:22:00,2026-01,C0155,P003,1,25900.0,0.0,25900.0,25900.0,Web,PAY000125,PromptPay,PAID,2026-01-24 02:51:00,True,False,orders_2026_01.csv
ORD000126,2026-01-03 20:15:00,2026-01,C0056,P022,1,523.95,0.05,523.95,497.75,Marketplace,PAY000126,Credit Card,PAID,2026-01-03 20:33:00,True,False,orders_2026_01.csv
ORD000127,2026-01-27 13:30:00,2026-01,C0060,P040,3,3790.5,0.05,11371.5,10802.92,Mobile App,PAY000127,Bank Transfer,PAID,2026-01-27 15:29:00,True,False,orders_2026_01.csv
ORD000128,2026-01-13 09:03:00,2026-01,C0138,P012,3,940.5,0.0,2821.5,2821.5,Mobile App,PAY000128,Credit Card,PAID,2026-01-13 09:29:00,True,False,orders_2026_01.csv
ORD000129,2026-01-24 16:44:00,2026-01,C0098,P031,1,1490.0,0.0,1490.0,1490.0,Mobile App,PAY000129,PromptPay,PAID,2026-01-24 17:25:00,True,False,orders_2026_01.csv
ORD000130,2026-01-07 01:39:00,2026-01,C0067,P006,2,299.0,0.05,598.0,568.1,Web,PAY000130,Credit Card,FAILED,2026-01-07 03:56:00,False,False,orders_2026_01.csv
ORD000131,2026-01-03 03:34:00,2026-01,C0101,P010,2,891.0,0.05,1782.0,1692.9,Marketplace,PAY000131,Bank Transfer,PAID,2026-01-03 05:17:00,True,False,orders_2026_01.csv
ORD000132,2026-01-28 02:40:00,2026-01,C0146,P022,1,523.95,0.1,523.95,471.56,Marketplace,PAY000132,Credit Card,PAID,2026-01-28 03:12:00,True,False,orders_2026_01.csv
ORD000133,2026-01-11 15:42:00,2026-01,C0078,P008,3,449.1,0.0,1347.3,1347.3,Marketplace,PAY000133,Credit Card,PAID,2026-01-11 17:27:00,True,False,orders_2026_01.csv
ORD000134,2026-01-08 15:18:00,2026-01,C0007,P018,2,3591.0,0.05,7182.0,6822.9,Marketplace,PAY000134,Bank Transfer,PAID,2026-01-08 16:18:00,True,False,orders_2026_01.csv
ORD000135,2026-01-15 04:33:00,2026-01,C0076,P027,2,25900.0,0.05,51800.0,49210.0,Mobile App,PAY000135,Credit Card,PAID,2026-01-15 05:23:00,True,False,orders_2026_01.csv
ORD000136,2026-01-18 05:28:00,2026-01,C0052,P003,2,25900.0,0.0,51800.0,51800.0,Mobile App,PAY000136,PromptPay,PAID,2026-01-18 05:57:00,True,False,orders_2026_01.csv
ORD000137,2026-01-07 00:33:00,2026-01,C0003,P039,2,990.0,0.05,1980.0,1881.0,Marketplace,PAY000137,PromptPay,PAID,2026-01-07 00:39:00,True,False,orders_2026_01.csv
ORD000138,2026-01-08 13:50:00,2026-01,C0145,P030,1,474.05,0.1,474.05,426.65,Mobile App,PAY000138,Credit Card,PAID,2026-01-08 13:54:00,True,False,orders_2026_01.csv
